"BeerName","Beer_ID","ABV","IBU","Brewery_ID","Style","Ounces"
"EOS Hefeweizen",1147,0.048,10,338,"Hefeweizen",12
"Brunette Nut Brown Ale",1146,0.048,15,338,"English Brown Ale",12
"Cardinal Pale Ale",1145,0.057,29,338,"American Pale Ale (APA)",12
"Slow Ride",2475,0.045,40,83,"American IPA",12
"Ranger IPA",2230,0.065,70,83,"American IPA",12
"Shift",1987,0.05,29,83,"American Pale Lager",12
"1554 Black Lager",1978,0.056,21,83,"Euro Dark Lager",12
"Fat Tire Amber Ale",1586,0.052,18,83,"American Amber / Red Ale",12
"Shift (1)",952,0.05,29,83,"American Pale Lager",12
"Fat Tire Amber Ale (2011)",748,0.052,18,83,"American Amber / Red Ale",12
"Shift",578,0.05,29,83,"American Pale Lager",16
"Ranger IPA",564,0.065,70,83,"American IPA",16
"Fat Tire Amber Ale",563,0.052,18,83,"American Amber / Red Ale",16
"Ranger IPA (Current)",115,0.065,70,83,"American IPA",12
"Fat Tire Amber Ale (2008)",71,0.052,18,83,"American Amber / Red Ale",12
"Weiss Trash Culture",1417,0.034,6,411,"Berliner Weissbier",12
"Gandhi-Bot Double IPA (12 oz.)",320,0.088,85,411,"American Double / Imperial IPA",12
"Gandhi-Bot Double IPA (16 oz.) (2010)",42,0.088,85,411,"American Double / Imperial IPA",16
"Skylight",2043,0.056,20,242,"Dunkelweizen",12
"Kadigan",2042,0.056,30,242,"American Blonde Ale",12
"Dammit Jim!",2041,0.052,50,242,"American Amber / Red Ale",12
"Cream Ale",2050,0.042,35,239,"Cream Ale",12
"Jam Session",1622,0.051,31,360,"American Pale Ale (APA)",16
"Hop Drop 'N Roll IPA",1621,0.072,80,360,"American IPA",16
"Get Together",2692,0.045,50,1,"American IPA",16
"Maggie's Leap",2691,0.049,26,1,"Milk / Sweet Stout",16
"Wall's End",2690,0.048,19,1,"English Brown Ale",16
"Pumpion",2689,0.06,38,1,"Pumpkin Ale",16
"Stronghold",2688,0.06,25,1,"American Porter",16
"Parapet ESB",2687,0.056,47,1,"Extra Special / Strong Bitter (ESB)",16
"Three Skulls Ale Pale Ale",1226,0.063,42,451,"American Pale Ale (APA)",16
"5 Day IPA",1258,0.061,66,443,"American IPA",12
"O'Fallon Wheach",128,0.051,7,443,"Fruit / Vegetable Beer",12
"Watershed IPA",2331,0.067,70,151,"American IPA",12
"Oakshire Amber Ale",1669,0.054,24,151,"American Amber / Red Ale",12
"Overcast Espresso Stout",1668,0.058,27,151,"American Stout",12
"Watershed IPA (2013)",999,0.067,70,151,"American IPA",12
"Lake Monster",2247,0.082,25,185,"Baltic Porter",16
"London Homesick Ale",2071,0.049,27,185,"English Bitter",12
"Luchesa Lager",2070,0.048,35,185,"Keller Bier / Zwickel Bier",12
"Slow Ride",2069,0.048,35,185,"American Pale Ale (APA)",12
"Perpetual Darkness",2335,0.092,72,149,"Belgian Strong Dark Ale",12
"Clan Warrior",2334,0.087,29,149,"Scotch Ale / Wee Heavy",12
"Psycho Penguin Vanilla Porter",2333,0.054,36,149,"American Porter",12
"The Hole in Hadrian's Wall",1059,0.095,19,472,"Scottish Ale",16
"33 Select Brown Ale",1058,0.065,26,472,"American Brown Ale",16
"Midwest Charm Farmhouse Ale",603,0.06,29,472,"Saison / Farmhouse Ale",16
"Boji Blue Pale Ale",602,0.05,45,472,"American Pale Ale (APA)",16
"Winter Games Select #32 Stout",601,0.057,26,472,"American Stout",16
"Boji Beach Golden Rye Ale",600,0.05,23,472,"Rye Beer",16
"Falling Down Brown Ale",1487,0.065,65,302,"American Brown Ale",16
"Old Forge Pumpkin Ale",1394,0.046,20,302,"Pumpkin Ale",16
"Pinner Throwback IPA",2302,0.049,35,167,"American IPA",12
"Dale's Pale Ale",1444,0.065,65,167,"American Pale Ale (APA)",12
"Dale's Pale Ale",1252,0.065,65,167,"American Pale Ale (APA)",12
"Mama's Little Yella Pils",1167,0.053,35,167,"Czech Pilsener",19.2
"Dale's Pale Ale",955,0.065,65,167,"American Pale Ale (APA)",19.2
"Dale's Pale Ale (10 Year Anniversary)",892,0.065,65,167,"American Pale Ale (APA)",12
"Dale's Pale Ale (2012)",828,0.065,65,167,"American Pale Ale (APA)",12
"Gordon Imperial Red (2010)",806,0.087,85,167,"American Double / Imperial IPA",12
"Dale's Pale Ale (2011)",755,0.065,65,167,"American Pale Ale (APA)",12
"Dale's Pale Ale (2010)",754,0.065,65,167,"American Pale Ale (APA)",12
"G'KNIGHT (16 oz.)",726,0.087,85,167,"American Double / Imperial IPA",16
"HGH (Home Grown Hops): Part Duh",585,0.08,70,167,"American Strong Ale",12
"One Hit Wonder",391,0.09,60,167,"American Double / Imperial IPA",12
"G'KNIGHT (12 oz.)",388,0.087,85,167,"American Double / Imperial IPA",12
"Ten Fidy Imperial Stout",8,0.099,98,167,"Russian Imperial Stout",12
"Mama's Little Yella Pils",7,0.053,35,167,"Czech Pilsener",12
"GUBNA Imperial IPA",6,0.099,100,167,"American Double / Imperial IPA",12
"Old Chub",5,0.08,35,167,"Scottish Ale",12
"Gordon Ale (2009)",4,0.087,85,167,"American Double / Imperial IPA",12
"Dale's Pale Ale",1,0.065,65,167,"American Pale Ale (APA)",12
"Gordon (2005)",805,0.092,85,504,"American Double / Imperial IPA",12
"Ten Fidy Imperial Stout (2008)",804,0.095,98,504,"Russian Imperial Stout",12
"Ten Fidy Imperial Stout (2007)",803,0.099,98,504,"Russian Imperial Stout",12
"Old Chub (2008)",787,0.08,35,504,"Scottish Ale",12
"Old Chub (2004)",786,0.08,35,504,"Scottish Ale",12
"Old Chub (2003)",785,0.08,35,504,"Scottish Ale",12
"Dale's Pale Ale (2008)",745,0.065,65,504,"American Pale Ale (APA)",12
"Dale's Pale Ale (2006)",744,0.065,65,504,"American Pale Ale (APA)",12
"Dale's Pale Ale (2004)",743,0.065,65,504,"American Pale Ale (APA)",12
"Dale's Pale Ale (2003)",742,0.065,65,504,"American Pale Ale (APA)",12
"Dale's Pale Ale (2002)",741,0.065,65,504,"American Pale Ale (APA)",12
"Gordon Beer (2006)",733,0.087,60,504,"American Double / Imperial IPA",12
"G'KNIGHT",1533,0.087,85,390,"American Double / Imperial IPA",12
"Ten Fidy",1532,0.099,98,390,"Russian Imperial Stout",12
"Deviant Dale's IPA",1328,0.08,85,390,"American Double / Imperial IPA",16
"Old Chub",1175,0.08,35,390,"Scottish Ale",12
"Dale's Pale Ale",1166,0.065,65,390,"American Pale Ale (APA)",19.2
"Dale's Pale Ale",1065,0.065,65,390,"American Pale Ale (APA)",12
"Fresh Slice White IPA",1908,0.055,45,276,"American White IPA",12
"Overgrown American Pale Ale",1946,0.055,55,262,"American Pale Ale (APA)",12
"Ozark American Pale Ale",1961,0.04,39,260,"American Pale Ale (APA)",12
"Rustic Red",1268,0.052,23,442,"Irish Red Ale",16
"Stimulator Pale Ale",697,0.053,48,442,"American Pale Ale (APA)",16
"Old Town Ale",696,0.045,22,442,"Kölsch",16
"Car 21",695,0.044,28,442,"English Bitter",16
"Cache La Porter",694,0.05,24,442,"American Porter",16
"Rodeo Rye Pale Ale",1805,0.042,35,308,"American Pale Ale (APA)",12
"Outlaw IPA",1048,0.062,65,308,"American IPA",12
"Payette Pale Ale",890,0.048,35,308,"American Pale Ale (APA)",12
"Mutton Buster",775,0.055,25,308,"American Brown Ale",12
"Summer Session Ale",1930,0.05,61,267,"American Pale Wheat Ale",12
"Lobo Lito",2238,0.04,12,188,"Light Lager",12
"Robert Earl Keen Honey Pils",2144,0.05,17,188,"American Pilsner",12
"Mound Builder IPA",2175,0.065,77,206,"American IPA",12
"Amazon Princess IPA",2168,0.062,62,206,"American IPA",12
"Hotbox Brown",2633,0.055,10,14,"American Brown Ale",12
"Gold",2632,0.048,15,14,"American Blonde Ale",12
"98 Problems (Cuz A Hop Ain't One)",2630,0.065,65,14,"American IPA",12
"Veteran’s Pale Ale (VPA)",2629,0.05,40,14,"American Pale Ale (APA)",12
"Grapefruit IPA",2628,0.05,35,14,"American IPA",12
"Sparkle",2635,0.041,12,12,"American Pale Lager",16
"North 45 Amber Ale",1404,0.059,25,12,"American Amber / Red Ale",16
"Horny Monk",1403,0.069,20,12,"Dubbel",16
"Mind's Eye PA",1402,0.067,74,12,"American IPA",16
"Camelback",2312,0.061,60,158,"American IPA",12
"Elephant Rock IPA",1384,0.07,75,356,"American IPA",12
"Hot Date Ale",1791,0.06,20,315,"Chile Beer",16
"Sweet Potato Ale",1491,0.06,24,315,"Fruit / Vegetable Beer",16
"Float Trip Ale",1335,0.045,18,315,"American Blonde Ale",16
"Old Tom Porter",847,0.055,25,315,"American Porter",16
"Black Walnut Wheat",846,0.045,18,315,"American Dark Wheat Ale",16
"McKinney Eddy Amber Ale",521,0.055,20,315,"American Amber / Red Ale",16
"Missouri Mule India Pale Ale",479,0.07,70,315,"American IPA",16
"GreyBeard™ IPA",1760,0.069,51,325,"American IPA",12
"Pisgah Pale Ale",1759,0.057,31,325,"American Pale Ale (APA)",12
"Mazzie",2553,0.054,45,56,"American Pale Ale (APA)",12
"Morning Wood Wheat (Current)",2360,0.059,14,136,"American Pale Wheat Ale",12
"Hideout Helles",1463,0.069,17,136,"Munich Helles Lager",12
"Dead Eye Dunkel",1462,0.06,15,136,"Munich Dunkel Lager",12
"Peacemaker Pilsner",1461,0.058,21,136,"Czech Pilsener",12
"Over the Rail Pale Ale",711,0.057,68,136,"American Pale Ale (APA)",12
"Pallavicini Pilsner (2009)",188,0.058,21,136,"Czech Pilsener",12
"Morning Wood Wheat (Current)",130,0.059,14,136,"American Pale Wheat Ale",12
"Pyramid Hefeweizen (2011)",399,0.052,18,545,"Hefeweizen",12
"Haywire Hefeweizen (2010)",82,0.052,18,545,"Hefeweizen",16
"Golden Fleece",2031,0.045,35,247,"Belgian Pale Ale",12
"Smoking Mirror",2030,0.055,30,247,"American Porter",12
"Pride of Texas Pale Ale",2229,0.058,60,177,"American Pale Ale (APA)",12
"18th Anniversary Gose",2370,0.044,5,129,"Gose",12
"White (2015)",2211,0.046,25,129,"Witbier",12
"BLAKKR",1861,0.099,85,129,"American Black Ale",12
"Firemans #4 Blonde Ale (2013)",1718,0.051,21,129,"American Blonde Ale",12
"Hans' Pils (2015)",1091,0.053,52,129,"German Pilsener",12
"Four Squared (2015)",1086,0.06,50,129,"American Blonde Ale",12
"Firemans #4 Blonde Ale (2015)",830,0.051,21,129,"American Blonde Ale",12
"Watership Brown Ale",1021,0.072,55,476,"American Brown Ale",12
"Gangway IPA",938,0.062,55,476,"American IPA",12
"Farmer's Daughter Blonde",2516,0.051,17,69,"American Blonde Ale",16
"Pump House IPA",2515,0.055,45,69,"American IPA",16
"Vanilla Porter",2513,0.047,25,69,"American Porter",16
"Honey Rye",2512,0.058,18,69,"Rye Beer",16
"Long Hammer IPA",945,0.065,44,488,"American IPA",16
"Long Hammer IPA",583,0.065,44,488,"American IPA",12
"Copper Hook (2011)",339,0.058,27,488,"American Amber / Red Ale",12
"Blood Orange Wit",2087,0.05,16,226,"Witbier",16
"Consilium",2414,0.05,40,111,"American Pale Ale (APA)",12
"Hammer & Sickle",1581,0.09,60,111,"Russian Imperial Stout",12
"Redacted Rye IPA",1176,0.07,100,111,"American IPA",16
"Elevation Triple India Pale Ale",1006,0.099,100,111,"American Double / Imperial IPA",12
"5:00 O'Clock Afternoon Ale",1005,0.05,25,111,"American Blonde Ale",16
"Ryeteous Rye IPA (2012)",636,0.07,100,111,"American IPA",16
"Fist City",2576,0.055,40,45,"American Pale Ale (APA)",12
"Rosa Hibiscus Ale",609,0.058,15,45,"Herbed / Spiced Beer",12
"Fistmas Ale",418,0.061,31,45,"Herbed / Spiced Beer",12
"Oktoberfest Revolution",417,0.057,25,45,"Märzen / Oktoberfest",12
"Eugene Porter",416,0.068,28,45,"American Porter",12
"Anti-Hero IPA",415,0.065,70,45,"American IPA",12
"Bottom Up Belgian Wit",414,0.05,14,45,"Witbier",12
"Hustle",2452,0.057,42,94,"American Amber / Red Ale",12
"Pure Fury",2451,0.055,42,94,"American Pale Ale (APA)",12
"Dad",2132,0.06,60,94,"American Amber / Red Ale",12
"Panther",1993,0.058,35,94,"American Porter",12
"Franz",1992,0.052,21,94,"Märzen / Oktoberfest",12
"Zen",1935,0.043,45,94,"American Pale Ale (APA)",12
"Truth",1852,0.072,75,94,"American IPA",12
"Cougar",1851,0.048,25,94,"American Blonde Ale",12
"Lil SIPA",1771,0.05,55,322,"American IPA",16
"Hop Bomber Rye Pale Ale",1654,0.055,60,322,"American Pale Ale (APA)",16
"Jah Mon",2579,0.05,100,44,"American IPA",12
"12th Round",1577,0.076,78,377,"American Strong Ale",16
"RoughTail IPA",1576,0.07,80,377,"American IPA",16
"Sundown",2304,0.071,36,165,"Saison / Farmhouse Ale",12
"Original Slacker Ale",1842,0.056,40,165,"English Brown Ale",12
"Dog Days Summer Ale",1552,0.045,28,165,"Kölsch",12
"1881 California Red",1479,0.056,35,398,"American Amber / Red Ale",12
"CAPT Black IPA",1478,0.073,55,398,"American Black Ale",12
"Ruhstaller's Gilt Edge Lager Beer",1370,0.048,42,398,"American Amber / Red Lager",12
"CAPT Black IPA",883,0.073,55,398,"American Black Ale",16
"1881 California Red Ale",882,0.056,35,398,"American Amber / Red Ale",16
"Saint Archer White Ale",1868,0.05,15,289,"Witbier",12
"Saint Archer IPA",1867,0.068,66,289,"American IPA",12
"Saint Archer Pale Ale",1865,0.052,40,289,"American Pale Ale (APA)",12
"Saint Archer Blonde",1864,0.048,22,289,"Kölsch",12
"Sex Panther",2599,0.069,20,31,"American Porter",12
"Winter Warmer (Vault Series)",2073,0.095,25,31,"Winter Warmer",16
"Count Hopula (Vault Series)",2063,0.091,99,31,"American Double / Imperial IPA",16
"SunSpot Golden Ale",1934,0.05,15,31,"American Blonde Ale",12
"Epicenter Amber Ale",1073,0.055,20,31,"American Amber / Red Ale",12
"SanTan HefeWeizen",1072,0.05,15,31,"Hefeweizen",12
"Hop Shock IPA",1071,0.07,85,31,"American IPA",12
"Sex Panther (2014)",852,0.069,20,31,"American Porter",12
"Devil’s Ale",850,0.055,45,31,"American Pale Ale (APA)",12
"Mr. Pineapple",777,0.05,20,31,"Fruit / Vegetable Beer",12
"American Idiot Ale (2012)",764,0.055,45,31,"American Pale Ale (APA)",12
"Hop Shock IPA (2010)",317,0.07,85,31,"American IPA",12
"SanTan HefeWeizen (2010)",286,0.05,15,31,"Hefeweizen",12
"Devil’s Ale (2010)",285,0.055,45,31,"American Pale Ale (APA)",12
"Epicenter Amber Ale (2010)",124,0.055,20,31,"American Amber / Red Ale",12
"Sanitas Saison Ale",1392,0.058,20,420,"Saison / Farmhouse Ale",12
"Sanitas Black IPA",1391,0.068,65,420,"American Black Ale",12
"Giant DIPA",2002,0.089,88,253,"American Double / Imperial IPA",16
"Saison 88",1519,0.055,30,393,"Saison / Farmhouse Ale",12
"Black IPA",967,0.071,95,393,"American Black Ale",12
"Oval Beach Blonde Ale",1477,0.05,11,399,"American Blonde Ale",16
"Schlafly Yakima Wheat Ale",1324,0.05,45,429,"American Pale Wheat Ale",12
"Schlafly IPA",1078,0.045,30,429,"American IPA",12
"Schlafly American Brown Ale",1077,0.05,30,429,"American Brown Ale",12
"Schlafly Hefeweizen",588,0.041,16,429,"Hefeweizen",12
"Schlafly Summer Lager",53,0.045,17,429,"Munich Helles Lager",12
"Blur India Pale Ale",1302,0.074,60,433,"American IPA",12
"Frankenlou's IPA",918,0.07,105,495,"American IPA",16
"Becky's Black Cat Porter",917,0.07,55,495,"American Porter",16
"Seventh Son of a Seventh Son",2250,0.077,40,184,"American Strong Ale",16
"Stone Fort Brown Ale",1768,0.053,20,184,"English Brown Ale",16
"Seventh Son Hopped Red Ale",1767,0.077,40,184,"American Amber / Red Ale",16
"Humulus Nimbus Super Pale Ale",1766,0.06,53,184,"American Pale Ale (APA)",16
"Golden Ratio IPA",1765,0.07,68,184,"American IPA",16
"Monkey Fist IPA",1539,0.069,65,386,"American IPA",12
"Torpedo",2239,0.072,65,84,"American IPA",12
"Sierra Nevada Pale Ale",1905,0.056,37,84,"American Pale Ale (APA)",16
"Old Chico Crystal Wheat",1338,0.048,26,84,"American Pale Wheat Ale",12
"Summerfest",1295,0.05,28,84,"Czech Pilsener",12
"Torpedo",426,0.072,65,84,"American IPA",16
"Sierra Nevada Pale Ale",400,0.056,37,84,"American Pale Ale (APA)",12
"4Beans",2574,0.1,52,47,"Baltic Porter",12
"Jammer",2479,0.042,16,47,"Gose",12
"Rad",2266,0.032,7,47,"Fruit / Vegetable Beer",16
"Bengali",2090,0.065,62,47,"American IPA",24
"Sensi Harvest",1962,0.047,50,47,"American Pale Ale (APA)",12
"Hi-Res",1696,0.099,111,47,"American Double / Imperial IPA",12
"Global Warmer",1608,0.07,70,47,"American Strong Ale",12
"Autumnation (2013)",1591,0.067,74,47,"American IPA",16
"The Crisp",1388,0.054,42,47,"German Pilsener",16
"Sweet Action",1387,0.052,34,47,"Cream Ale",16
"Righteous Ale",1386,0.063,57,47,"Rye Beer",16
"Bengali Tiger",1385,0.064,62,47,"American IPA",16
"3Beans",1020,0.099,85,47,"Baltic Porter",12
"Brownstone",778,0.059,47,47,"American Brown Ale",16
"Apollo",630,0.052,11,47,"American Pale Wheat Ale",16
"Harbinger",629,0.049,35,47,"Saison / Farmhouse Ale",16
"Resin",628,0.091,103,47,"American Double / Imperial IPA",12
"Diesel",525,0.063,69,47,"American Stout",16
"Autumnation (2011-12) (2011)",512,0.06,48,47,"Pumpkin Ale",16
"The Crisp (2011)",425,0.054,42,47,"German Pilsener",16
"Sweet Action (2011)",424,0.052,34,47,"Cream Ale",16
"Righteous Ale (2011)",423,0.063,57,47,"Rye Beer",16
"Bengali Tiger (2011)",422,0.064,62,47,"American IPA",16
"Modus Hoperandi",1521,0.068,65,265,"American IPA",12
"Estival Cream Stout",1297,0.058,15,265,"American Stout",12
"Mexican Logger",386,0.042,18,265,"American Pale Lager",12
"ESB Special Ale",68,0.057,58,265,"Extra Special / Strong Bitter (ESB)",12
"Modus Hoperandi",67,0.068,65,265,"American IPA",12
"Iron Butt Red Ale",1792,0.058,39,314,"American Amber / Red Ale",12
"Initial Point India Pale Ale",1609,0.071,92,314,"American IPA",12
"Homefront IPA",2305,0.06,70,164,"American IPA",12
"Sly Fox Christmas Ale 2013",1588,0.055,16,372,"Winter Warmer",12
"Grisette",1363,0.056,25,372,"Grisette",12
"Helles Golden Lager",1123,0.049,18,372,"Munich Helles Lager",12
"Sly Fox Christmas Ale 2012 (2012)",926,0.055,16,372,"Winter Warmer",12
"Odyssey Imperial IPA",894,0.084,90,372,"American Double / Imperial IPA",12
"Oktoberfest Lager",166,0.058,25,372,"Märzen / Oktoberfest",12
"113 IPA",24,0.07,113,372,"American IPA",12
"Dunkel Lager",23,0.053,21,372,"Munich Dunkel Lager",12
"Royal Weisse Ale",22,0.056,11,372,"Hefeweizen",12
"Pikeland Pils",21,0.049,44,372,"German Pilsener",12
"Phoenix Pale Ale",20,0.051,40,372,"American Pale Ale (APA)",12
"Rule G IPA",2407,0.07,88,116,"American IPA",12
"Murphy's Law",2406,0.058,35,116,"American Amber / Red Ale",12
"Alter Ego",2405,0.062,33,116,"Saison / Farmhouse Ale",12
"Snow King Pale Ale",1606,0.06,55,192,"American Pale Ale (APA)",12
"Zonker Stout",617,0.054,36,192,"Foreign / Export Stout",12
"OB-1 Organic Ale",407,0.05,22,192,"English Brown Ale",12
"Snake River Lager",406,0.05,18,192,"Vienna Lager",12
"Snake River Pale Ale",402,0.052,32,192,"American Pale Ale (APA)",12
"Pako’s EyePA",393,0.068,60,192,"American IPA",12
"Dagger Falls IPA",1596,0.063,100,310,"American IPA",12
"Dagger Falls IPA",1595,0.063,100,310,"American IPA",12
"Old Devil's Tooth",1160,0.099,100,310,"American Barleywine",12
"Hell-Diver Pale Ale",1151,0.052,32,310,"American Pale Ale (APA)",12
"Woolybugger Wheat",1150,0.046,12,310,"American Pale Wheat Ale",12
"Winterfest",995,0.084,90,310,"American Strong Ale",16
"Dagger Falls IPA",879,0.063,100,310,"American IPA",12
"LuckenBock",1972,0.07,18,258,"Bock",16
"Texas Pale Ale (TPA)",1971,0.055,40,258,"American IPA",16
"Kol' Beer",1969,0.05,22,258,"Kölsch",16
"Na Zdraví Pilsner",1283,0.048,32,437,"Czech Pilsener",16
"Nice Rack IPA",1282,0.055,65,437,"American IPA",16
"2014 IPA Cicada Series",2362,0.075,72,134,"American IPA",16
"Sinister Minister Black IPA",2346,0.077,65,134,"American IPA",16
"Jack the Sipper",2320,0.053,45,134,"Extra Special / Strong Bitter (ESB)",12
"Devil's Harvest Extra Pale Ale",2297,0.058,60,134,"American Pale Ale (APA)",12
"Suzy B Dirty Blonde Ale",2296,0.05,20,134,"American Blonde Ale",12
"Mississippi Fire Ant",1745,0.08,80,134,"American Amber / Red Ale",16
"Hipster Breakfast",1120,0.058,40,134,"Oatmeal Stout",16
"Suzy B Dirty Blonde Ale",1118,0.05,20,134,"American Blonde Ale",16
"Devil's Harvest Extra Pale Ale",1117,0.058,60,134,"American Pale Ale (APA)",16
"Pine Belt Pale Ale",2387,0.065,45,119,"American Pale Ale (APA)",12
"Le Mort Vivant",1740,0.069,23,119,"Bière de Garde",12
"Red Cockaded Ale",1728,0.085,110,119,"American Double / Imperial IPA",12
"Valkyrie Double IPA",1497,0.092,100,119,"American Double / Imperial IPA",12
"Red Cockaded Ale (2013)",1011,0.085,110,119,"American Double / Imperial IPA",12
"Old Potentate",1010,0.072,40,119,"Old Ale",12
"Bombshell Blonde",856,0.05,20,119,"American Blonde Ale",16
"PRO-AM (2012) (2012)",853,0.099,100,119,"American Double / Imperial IPA",12
"Le Mort Vivant (2011)",555,0.069,23,119,"Bière de Garde",12
"Buried Hatchet Stout",46,0.083,50,119,"Foreign / Export Stout",12
"Pine Belt Pale Ale",45,0.065,45,119,"American Pale Ale (APA)",16
"Bombshell Blonde",44,0.05,20,119,"American Blonde Ale",12
"Baby Daddy Session IPA",2486,0.047,35,79,"American IPA",12
"Special Amber",855,0.05,22,499,"Vienna Lager",12
"Special Amber",445,0.05,22,499,"Vienna Lager",12
"Starr Pils",1544,0.042,20,384,"German Pilsener",12
"Northern Lights India Pale Ale",1205,0.065,52,384,"American IPA",16
"Festie",369,0.048,12,384,"Märzen / Oktoberfest",12
"Northern Lights India Pale Ale",368,0.065,52,384,"American IPA",12
"Third Eye Enlightened Pale Ale",2386,0.065,65,120,"American Pale Ale (APA)",12
"Colorado Kölsch",92,0.049,17,120,"Kölsch",12
"Steam Engine Lager",91,0.057,25,120,"American Amber / Red Lager",12
"Third Eye Pale Ale",90,0.065,65,120,"American IPA",12
"Point Special (Current)",2366,0.047,9,132,"American Adjunct Lager",12
"Point Special",2365,0.047,9,132,"American Adjunct Lager",12
"Point Cascade Pale Ale (2013)",2270,0.054,33,132,"American Pale Ale (APA)",12
"Point Special",2228,0.047,9,132,"American Adjunct Lager",12
"Onyx Black Ale",2151,0.052,9,132,"American Black Ale",12
"Beyond The Pale IPA",2150,0.063,64,132,"American IPA",12
"Point Special (2013)",2122,0.047,9,132,"American Adjunct Lager",12
"Point Special (2012)",2121,0.047,9,132,"American Adjunct Lager",12
"Point Special Lager",2115,0.047,9,132,"American Adjunct Lager",16
"Point Oktoberfest",1357,0.057,15,132,"Märzen / Oktoberfest",16
"Point Nude Beach Summer Wheat",1225,0.052,7,132,"American Pale Wheat Ale",16
"Point Nude Beach Summer Wheat",816,0.05,7,132,"American Pale Wheat Ale",12
"Point Nude Beach Summer Wheat (2011)",772,0.05,7,132,"American Pale Wheat Ale",12
"Three Kings Ale",650,0.049,13,132,"Kölsch",12
"Point Oktoberfest",456,0.057,15,132,"Märzen / Oktoberfest",12
"2012 Black Ale",357,0.054,32,132,"American Brown Ale",12
"Point Nude Beach Summer Wheat (2010)",141,0.05,7,132,"American Pale Wheat Ale",12
"Point Cascade Pale Ale",140,0.054,33,132,"American Pale Ale (APA)",12
"Point Amber Classic",139,0.047,14,132,"American Amber / Red Lager",12
"Point Special Lager",138,0.047,9,132,"American Adjunct Lager",12
"Wisco Disco",953,0.051,31,487,"American Amber / Red Ale",16
"Sand Island Lighthouse",1410,0.051,25,413,"Kölsch",12
"Lily Flagg Milk Stout",925,0.05,30,413,"Milk / Sweet Stout",12
"Monkeynaut IPA",637,0.072,70,413,"American IPA",12
"American Lager",2233,0.041,8,130,"American Adjunct Lager",12
"American Amber",2232,0.041,8,130,"American Amber / Red Lager",12
"American Light",2231,0.032,13,130,"Light Lager",12
"Extra Pale Ale",2352,0.053,49,139,"American Pale Ale (APA)",12
"Make It So",2549,0.053,40,59,"Extra Special / Strong Bitter (ESB)",12
"Hopvale Organic Ale",2473,0.047,55,59,"American Pale Ale (APA)",16
"Unchained #18 Hop Silo",2415,0.083,100,59,"American Double / Imperial IPA",16
"Tip Off",2605,0.052,29,26,"Altbier",16
"Cowbell",2164,0.054,23,26,"American Porter",16
"Hop Up Offa That Brett (2014)",2085,0.058,20,26,"Belgian Pale Ale",16
"PV Muckle (2013)",2084,0.083,23,26,"Scotch Ale / Wee Heavy",16
"Bourbon Barrel Batch 666: Sympathy for the Devil",2083,0.099,36,26,"Belgian Dark Ale",16
"Whip Fight",2082,0.09,30,26,"Scotch Ale / Wee Heavy",16
"Port Barrel Wee Mac",2081,0.053,23,26,"Scotch Ale / Wee Heavy",16
"Fistful Of Hops Red",2001,0.064,75,26,"American IPA",16
"Fistful of Hops Orange",2000,0.063,75,26,"American IPA",16
"Fistful Of Hops Blue",1999,0.064,75,26,"American IPA",16
"Fistful of Hops Green",1996,0.064,75,26,"American IPA",16
"Wee Muckle",1656,0.09,30,26,"Scotch Ale / Wee Heavy",16
"Royal Brat",1599,0.065,55,26,"Extra Special / Strong Bitter (ESB)",16
"Grapefruit Jungle (GFJ)",1420,0.075,77,26,"American IPA",16
"Osiris Pale Ale",1389,0.056,50,26,"American Pale Ale (APA)",16
"Bourbon Barrel Aged Timmie",1367,0.099,75,26,"Russian Imperial Stout",16
"Stupid Sexy Flanders",1366,0.063,23,26,"Flanders Oud Bruin",16
"Ring of Dingle",1128,0.071,27,26,"Irish Dry Stout",16
"Bourbon Barrel Wee Mac",1127,0.054,23,26,"Scottish Ale",16
"Bourbon Barrel Johan",1049,0.099,60,26,"English Barleywine",16
"The Velvet Fog",923,0.09,24,26,"Quadrupel (Quad)",16
"Sun King Oktoberfest",874,0.055,23,26,"Märzen / Oktoberfest",16
"Indianapolis Indians Lager",739,0.052,24,26,"Dortmunder / Export Lager",16
"Indians Victory Lager (2012)",698,0.052,24,26,"Dortmunder / Export Lager",16
"Isis",651,0.091,91,26,"American Double / Imperial IPA",16
"Wee Muckle (2011)",584,0.09,30,26,"Scotch Ale / Wee Heavy",16
"Grapefruit Jungle (GFJ) (2011)",532,0.075,77,26,"American IPA",16
"Sun King Oktoberfest (2011)",526,0.055,23,26,"Märzen / Oktoberfest",16
"Johan the Barleywine",394,0.099,60,26,"English Barleywine",16
"Wee Mac Scottish-Style Ale",213,0.054,23,26,"Scottish Ale",16
"Sunlight Cream Ale",55,0.053,20,26,"Cream Ale",16
"Osiris Pale Ale (2010)",54,0.056,50,26,"American Pale Ale (APA)",16
"BLAKKR",1739,0.099,85,62,"American Black Ale",16
"Overrated! West Coast Style IPA",1112,0.073,69,62,"American IPA",16
"WET",329,0.075,90,62,"American IPA",16
"Bitter Brewer",19,0.04,37,62,"English Bitter",16
"SurlyFest",18,0.055,34,62,"Rye Beer",16
"Coffee Bender",17,0.051,45,62,"American Brown Ale",16
"Bender",16,0.051,45,62,"American Brown Ale",16
"Abrasive Ale",15,0.097,120,62,"American Double / Imperial IPA",16
